"occurrenceStatus";"geometry";"pred"
1;c(16.543293, 68.718666);1
1;c(14.611439, 66.988492);1
1;c(13.166275, 68.099196);1
1;c(13.932295, 66.759955);1
1;c(14.706921, 67.200082);1
1;c(16.17184, 68.314698);1
1;c(14.852745, 66.775129);0,999
1;c(13.681306, 66.687934);1
1;c(12.095339, 65.39285);0,998
1;c(13.64338, 63.31922);0,53
1;c(12.72631, 60.56663);0,713
1;c(16.863686, 68.744284);1
1;c(11.668307, 59.974532);0,756
1;c(15.8067, 57.87731);0,102
1;c(11.658, 62.588);0,993
1;c(11.4571, 62.6753);0,968
1;c(16.09997, 61.11225);0,798
1;c(16.51839, 60.43133);0,717
1;c(12.7081, 56.44991);0,416
1;c(11.4846, 58.26265);1
1;c(17.99288, 59.65153);0,225
1;c(11.0789, 58.83741);1
1;c(18.81806, 60.10649);0,149
1;c(18.26244, 59.78131);0,169
1;c(18.23565, 59.73702);0,271
1;c(18.25979, 59.73972);0,132
1;c(18.95576, 59.81358);0,465
1;c(18.80601, 60.02851);0,424
1;c(17.94742, 59.66127);0,21
1;c(18.44062, 60.04546);0,729
1;c(11.18101, 58.74692);0,784
1;c(14.45023, 57.90168);0,207
1;c(14.92519, 57.83602);0,164
1;c(14.57912, 57.65772);0,349
1;c(14.61595, 57.92482);0,333
1;c(15.02195, 58.02324);0,268
1;c(11.22346, 58.64882);0,337
1;c(15.43386, 58.19633);0,281
1;c(15.2813, 58.22146);0,171
1;c(15.02421, 57.59612);0,208
1;c(14.72422, 57.95885);0,171
1;c(17.05108, 60.49926);0,274
1;c(14.55558, 63.27253);0,279
1;c(16.91755, 62.20142);0,694
1;c(16.04165, 58.4316);0,148
1;c(15.91371, 60.13039);0,598
1;c(15.64, 61.9187);0,533
1;c(15.24243, 58.73682);0,272
1;c(17.02723, 59.15927);0,151
1;c(12.83705, 57.39333);0,416
1;c(12.66618, 56.45381);0,41
1;c(16.09613, 61.38597);0,673
1;c(16.78007, 58.51936);0,139
1;c(15.40534, 60.35195);0,704
1;c(17.91723, 59.64473);0,21
1;c(17.9246, 59.66229);0,21
1;c(13.95691, 63.36392);0,663
1;c(18.13969, 59.957);0,393
1;c(17.38486, 59.98335);0,204
1;c(17.9383, 60.42278);0,332
1;c(17.35969, 60.60223);0,96
1;c(17.98635, 60.33306);0,192
1;c(18.43374, 60.12434);0,117
1;c(18.3161, 59.89005);0,432
1;c(18.04988, 60.48629);0,378
1;c(18.40367, 60.20198);0,219
1;c(18.19335, 59.96009);0,349
1;c(16.73597, 59.3174);0,255
1;c(14.51732, 58.61562);0,12
1;c(13.59292, 58.04787);0,141
1;c(16.90434, 59.26705);0,199
1;c(18.51162, 59.75521);0,024
1;c(15.44223, 58.87978);0,319
1;c(14.96213, 58.24202);0,323
1;c(15.22871, 58.1087);0,367
1;c(15.24534, 58.10376);0,367
1;c(15.63752, 58.88833);0,417
1;c(15.66283, 58.91968);0,537
1;c(15.00699, 59.54618);0,702
1;c(15.000948, 67.789583);0,998
1;c(14.969638, 67.785706);0,998
1;c(14.986038, 67.78795);0,998
1;c(12.756225, 66.229701);1
1;c(12.789704, 66.289395);1
1;c(12.787066, 66.281612);1
1;c(12.688526, 66.024782);0,998
1;c(13.59454, 58.53074);0,286
1;c(14.70649, 63.1041);0,463
1;c(17.58044, 60.5742);0,617
1;c(13.05425, 63.21717);0,811
1;c(17.59138, 60.57469);0,341
1;c(17.60342, 60.56644);0,341
1;c(17.63158, 60.55592);1
1;c(15.59828, 62.71732);0,614
1;c(15.1451, 62.72623);0,772
1;c(15.13713, 62.72213);0,772
1;c(17.51804, 60.5393);0,877
1;c(15.69742, 62.69289);0,58
1;c(17.92279, 59.65706);0,21
1;c(17.91657, 59.65096);0,187
1;c(18.27181, 59.11122);0,169
1;c(15.70745, 59.76361);0,466
1;c(12.71249, 56.46898);1
1;c(14.58957, 63.3809);0,552
1;c(14.55705, 63.34616);0,473
1;c(15.40466, 58.06755);0,157
1;c(11.54274, 58.05906);0,315
1;c(14.68959, 63.20648);0,463
1;c(15.08867, 63.39157);0,554
1;c(14.77573, 63.02213);0,616
1;c(14.78013, 62.98445);0,565
1;c(14.85822, 63.21888);0,659
1;c(19.00474, 59.78588);1
1;c(16.32426, 58.82454);0,231
1;c(14.4708, 63.11028);0,572
1;c(14.46352, 63.11471);0,572
1;c(14.94316, 63.02021);0,377
1;c(16.51514, 59.16344);0,22
1;c(15.56576, 58.19345);0
1;c(17.48087, 62.52252);0,388
1;c(16.36628, 59.27067);0,234
1;c(18.82199, 60.03878);0,424
1;c(17.19838, 62.45961);0,619
1;c(14.98728, 59.5049);0,361
1;c(17.4359, 62.77859);0,623
1;c(19.02946, 59.8532);0,172
1;c(12.69761, 60.41618);0,619
1;c(14.57758, 62.96559);0,591
1;c(18.4478, 59.98927);0,451
1;c(13.81548, 58.34372);0,171
1;c(14.07282, 58.10526);0,125
1;c(12.33647, 58.94659);0,211
1;c(14.50688, 58.61605);0,12
1;c(12.535837, 66.186864);1
1;c(12.525426, 66.191376);1
1;c(12.528749, 66.195756);1
1;c(12.905323, 66.354317);1
1;c(12.859958, 66.37122);1
1;c(11.888053, 65.124028);1
1;c(12.893079, 66.35909);1
1;c(12.874223, 66.37154);1
1;c(12.417412, 64.254812);0,737
1;c(17.73214, 62.5476);0,194
1;c(12.443706, 65.90477);1
1;c(16.55251, 68.713061);1
1;c(14.548782, 66.744769);1
1;c(14.786279, 66.656637);0,998
1;c(11.793999, 65.664507);1
1;c(11.784675, 65.116582);0,997
1;c(16.498162, 68.744213);1
1;c(16.501585, 68.794433);1
1;c(16.458268, 68.678906);1
1;c(11.823662, 65.613138);0,998
1;c(12.085062, 65.390602);0,998
1;c(14.439852, 66.923838);1
1;c(14.730026, 67.023633);1
1;c(13.532949, 68.189478);1
1;c(11.407535, 64.945715);0,998
1;c(11.461892, 62.357838);0,996
1;c(12.381992, 66.04476);1
1;c(11.7552, 62.5861);0,984
1;c(11.7544, 62.5772);0,989
1;c(11.7881, 62.7292);0,993
1;c(11.7873, 62.7202);0,993
1;c(11.3266, 62.5849);0,942
1;c(11.3929, 62.6826);0,969
1;c(11.8171, 62.8274);0,994
1;c(14.85177, 63.09453);0,821
1;c(14.82121, 63.10976);0,801
1;c(14.80402, 63.11431);0,801
1;c(17.59552, 60.63579);1
1;c(17.57213, 60.58217);0,617
1;c(18.40755, 60.31392);0,38
1;c(18.41995, 60.22931);0,535
1;c(17.86605, 60.30789);0,511
1;c(18.42224, 60.23917);0,535
1;c(18.28717, 60.13803);0,215
1;c(18.01359, 60.16147);0,271
1;c(18.4052, 60.23949);0,438
1;c(12.2596, 65.9522);1
1;c(14.3795, 62.96738);0,606
1;c(16.99583, 60.9412);0,639
1;c(11.52308, 63.65889);0,979
1;c(11.23783, 58.41372);0,265
1;c(13.63837, 58.13127);0,285
1;c(13.69845, 58.28305);0,124
1;c(12.29548, 59.27705);0,261
1;c(14.14863, 59.82471);0,632
1;c(12.57348, 60.66703);0,802
1;c(13.93203, 61.33575);0,766
1;c(14.65903, 63.23273);0,492
1;c(18.66832, 60.13133);1
1;c(18.64228, 59.52332);0,098
1;c(14.76861, 59.4207);0,57
1;c(15.24834, 59.89334);0,628
1;c(16.60279, 62.14545);0,447
1;c(16.53024, 62.16785);0,365
1;c(16.36024, 62.20244);0,597
1;c(16.49928, 62.19466);0,505
1;c(16.7377, 62.14201);0,546
1;c(16.52108, 62.17246);0,365
1;c(16.41518, 61.11429);0,514
1;c(16.46218, 62.08971);0,824
1;c(16.45185, 62.18668);0,57
1;c(16.55546, 62.06895);0,856
1;c(16.55309, 62.15712);0,451
1;c(16.54368, 62.16633);0,451
1;c(16.55969, 62.16063);0,451
1;c(16.51064, 62.17384);0,365
1;c(16.5949, 62.14804);0,447
1;c(16.64844, 62.18121);0,681
1;c(16.93688, 62.15416);0,741
1;c(16.64675, 62.14271);0,762
1;c(16.28551, 62.22574);0,064
1;c(15.87812, 61.14579);0,44
1;c(15.44409, 61.69798);0,624
1;c(16.61245, 62.15233);0,447
1;c(16.02363, 61.11092);0,731
1;c(16.11222, 62.0922);0,416
1;c(15.85173, 61.29961);0,748
1;c(15.6887, 62.11906);0,63
1;c(15.77083, 62.02432);0,43
1;c(15.80526, 61.96192);0,502
1;c(14.91763, 61.78318);0,462
1;c(15.99256, 62.28041);0,596
1;c(16.32471, 62.43563);0,547
1;c(17.26082, 62.90541);0,542
1;c(16.56301, 59.91617);0,405
1;c(16.58094, 59.95372);0,184
1;c(13.02176, 56.06577);0,289
1;c(15.11238, 58.11178);0,383
1;c(15.09839, 58.14924);0,195
1;c(15.10608, 58.13643);0,195
1;c(15.07382, 58.23091);0,107
1;c(16.76314, 62.25379);0,711
1;c(16.37658, 62.41389);0,513
1;c(14.75034, 63.02692);0,616
1;c(15.33932, 57.82825);0,327
1;c(15.48143, 57.83214);0,069
1;c(15.49205, 57.82702);0,069
1;c(18.75506, 59.9925);0,335
1;c(18.8729, 59.95403);0,36
1;c(18.86392, 59.90207);0,389
1;c(15.54025, 57.87895);0,163
1;c(14.78618, 59.43459);0,57
1;c(14.5295, 58.73718);0,189
1;c(15.15924, 62.73042);0,772
1;c(15.26513, 63.03789);0,639
1;c(14.54313, 63.19825);0,518
1;c(14.98964, 62.99268);0,332
1;c(14.51259, 63.08376);0,674
1;c(16.89371, 58.50917);0,189
1;c(16.63781, 58.49429);0,18
1;c(16.51535, 59.05697);0,27
1;c(13.88649, 63.41057);0,467
1;c(14.13765, 63.35808);0,554
1;c(13.2692, 63.32031);0,425
1;c(13.75559, 63.38279);0,771
1;c(14.04111, 63.3731);0,695
1;c(14.78306, 63.41578);0,883
1;c(16.84541, 59.1536);0,247
1;c(12.32663, 58.84839);0,34
1;c(16.30386, 58.86671);0,297
1;c(15.67965, 56.88661);0,639
1;c(17.87523, 59.46738);0,528
1;c(15.21658, 60.98314);0,794
1;c(15.96051, 60.18945);0,557
1;c(17.305, 58.83111);0,304
1;c(16.47494, 62.17181);0,505
1;c(16.2452, 62.22075);0,596
1;c(14.73792, 57.88794);0,13
1;c(15.32485, 60.6656);0,621
1;c(13.40481, 60.99259);0,688
1;c(14.69685, 63.16841);0,463
1;c(15.4162, 58.07648);0,157
1;c(14.60655, 63.25704);0,339
1;c(14.63382, 62.90286);0,553
1;c(12.57738, 59.13359);0,433
1;c(14.41378, 63.33801);0,266
1;c(12.79726, 59.94474);0,961
1;c(12.8409, 60.05704);0,808
1;c(14.36396, 59.75073);0,712
1;c(12.80739, 59.91519);0,631
1;c(12.84992, 59.8272);0,705
1;c(14.45079, 57.78416);0,474
1;c(14.9455, 62.99394);0,372
1;c(14.30051, 62.8716);0,523
1;c(14.88469, 62.99028);0,509
1;c(12.41659, 59.52266);0,571
1;c(15.01313, 62.98888);0,495
1;c(12.49033, 58.81112);0,293
1;c(14.87602, 61.18541);0,741
1;c(13.32264, 61.00594);0,658
1;c(14.40771, 57.49668);0,426
1;c(16.33753, 60.32976);0,538
1;c(14.88083, 63.37549);0,895
1;c(14.93967, 57.84832);0,164
1;c(17.33753, 60.48278);0,664
1;c(13.34716, 60.96577);0,737
1;c(15.0669, 60.32794);0,478
1;c(13.89151, 60.2477);0,72
1;c(15.46347, 60.02333);0,461
1;c(13.39075, 60.99512);0,688
1;c(13.33482, 60.99006);0,737
1;c(14.7665, 61.15956);0,853
1;c(13.93789, 61.14905);0,635
1;c(14.6301, 61.10409);0,878
1;c(15.16766, 61.12881);0,52
1;c(15.21104, 61.0228);0,83
1;c(15.39794, 60.81276);0,768
1;c(17.45948, 62.91987);0,596
1;c(14.25451, 59.8011);0,62
1;c(12.65326, 60.0231);0,622
1;c(15.36029, 60.79638);0,804
1;c(17.34455, 60.58692);0,96
1;c(11.10065, 58.96331);1
1;c(12.53957, 59.34982);0,327
1;c(14.48966, 59.68923);0,611
1;c(12.82381, 59.86516);0,706
1;c(12.88145, 59.8739);0,715
1;c(12.41709, 60.93252);0,718
1;c(18.43262, 60.04269);0,806
1;c(16.80363, 59.27987);0,138
1;c(17.31525, 60.39515);0,685
1;c(15.33221, 59.35062);0,196
1;c(15.03388, 57.51107);0,256
1;c(16.78622, 59.32232);0,305
1;c(15.60057, 58.21585);0,154
1;c(14.88809, 59.27945);0,393
1;c(18.43755, 60.0378);0,315
1;c(13.078707, 66.107963);1
1;c(15.270569, 66.938949);0,981
1;c(18.43427, 62.89232);0,279
1;c(17.44953, 62.91927);0,6
1;c(11.0105, 62.518);0,959
1;c(11.4018, 64.1439);0,997
1;c(11.4386, 64.1415);1
1;c(17.73958, 59.84092);0,131
1;c(17.40521, 58.83512);0,173
1;c(13.183486, 66.39622);1
1;c(14.372604, 66.91596);1
1;c(13.179112, 66.384812);1
1;c(13.658013, 66.29457);1
1;c(14.455052, 66.959775);1
1;c(14.70534, 67.014707);1
1;c(11.633434, 65.327796);1
1;c(15.090565, 67.975899);1
1;c(15.004111, 67.969922);1
1;c(14.560981, 66.735383);1
1;c(12.25506, 65.975168);0,999
1;c(15.102495, 67.970869);1
1;c(14.973281, 67.955203);1
1;c(14.024992, 67.022525);1
1;c(14.986333, 67.971681);1
1;c(16.959941, 68.737797);1
1;c(14.966391, 67.917889);1
1;c(13.981137, 67.430324);1
1;c(14.972167, 67.970646);1
1;c(13.44363, 66.924324);0,999
1;c(13.635878, 68.121688);0,953
1;c(14.70632, 67.009595);1
1;c(14.516982, 67.286647);0,998
1;c(15.058073, 67.978334);1
1;c(12.344765, 64.329209);0,872
1;c(15.016247, 67.972156);1
1;c(15.078384, 67.976714);1
1;c(14.702873, 67.496308);1
1;c(11.718489, 65.339215);1
1;c(16.31164, 58.94625);0,192
1;c(16.7773, 59.3224);0,305
1;c(16.8172, 58.97091);0,478
1;c(16.74809, 59.35733);0,272
1;c(17.86682, 60.29966);0,511
1;c(17.30773, 60.04225);0,176
1;c(18.01986, 60.17213);0,361
1;c(18.12736, 60.1336);0,33
1;c(17.88794, 60.55562);0,405
1;c(17.90084, 60.58594);1
1;c(17.61336, 60.56106);0,341
1;c(18.18013, 60.25648);0,356
1;c(18.10492, 60.27157);0,233
1;c(18.42669, 60.20336);0,619
1;c(17.24791, 60.11495);0,218
1;c(12.6285, 62.53371);0,436
1;c(11.58647, 57.86457);1
1;c(13.1044, 63.49035);0,943
1;c(18.41734, 62.89809);0,279
1;c(16.72688, 59.36974);0,272
1;c(17.22701, 58.75278);0,091
1;c(17.03711, 59.1577);0,151
1;c(16.98773, 58.7424);0,307
1;c(16.17624, 59.17167);0,249
1;c(16.10673, 59.12915);0,291
1;c(16.25234, 59.31461);0,342
1;c(16.27869, 59.03691);0,325
1;c(16.15485, 59.03142);0,26
1;c(16.85444, 59.34009);0,258
1;c(16.23664, 58.89536);0,363
1;c(16.7939, 59.31643);0,269
1;c(16.17198, 59.21471);0,258
1;c(15.99333, 59.19484);0,247
1;c(16.10241, 59.33006);0,388
1;c(16.24742, 58.89303);0,363
1;c(16.14785, 59.05011);0,401
1;c(16.17213, 59.17617);0,249
1;c(16.30793, 58.87073);0,297
1;c(16.36327, 58.83005);0,235
1;c(16.96229, 58.67556);0,075
1;c(15.79803, 56.40168);0,132
1;c(14.94529, 63.46213);0,579
1;c(14.95543, 63.46224);0,579
1;c(14.59535, 63.30305);0,594
1;c(15.95663, 62.62658);0,781
1;c(16.37232, 59.26035);0,234
1;c(16.25178, 58.88112);0,223
1;c(11.74434, 57.73622);0,222
1;c(18.61662, 59.66174);0,013
1;c(18.7929, 59.93172);0,327
1;c(17.61788, 58.99586);0,014
1;c(18.78633, 59.92835);0,285
1;c(13.36322, 55.6982);0,539
1;c(15.50156, 57.98739);0,182
1;c(11.58478, 57.97526);0,35
1;c(14.71987, 58.1107);0,112
1;c(12.4812, 59.0493);0,412
1;c(11.515411, 63.655595);0,979
1;c(11.420119, 64.135994);1
1;c(11.511682, 63.650896);0,979
1;c(15.94577, 68.26373);1
1;c(15.01874, 67.93189);1
1;c(13.40121, 58.59833);0,233
1;c(13.38401, 58.56869);0,144
1;c(13.38359, 58.57375);0,144
1;c(12.34859, 59.54613);0,5
1;c(15.78751, 57.59526);0,367
1;c(17.5126, 60.55203);0,83
1;c(17.5799, 60.5793);0,617
1;c(14.44281, 63.08112);0,574
1;c(11.15296, 58.7644);0,797
1;c(16.72359, 58.45085);0,347
1;c(14.89036, 63.19989);0,694
1;c(14.8262, 63.22314);0,578
1;c(14.80883, 63.33407);0,782
1;c(14.69621, 63.19972);0,463
1;c(15.96218, 62.59224);0,531
1;c(11.75266, 58.07327);1
1;c(16.80308, 56.81283);0,278
1;c(14.85656, 63.43325);0,777
1;c(14.70406, 63.17543);0,463
1;c(14.71341, 63.17323);0,626
1;c(13.21163, 63.40755);0,923
1;c(12.59584, 59.93055);0,582
1;c(14.02081, 63.38674);0,702
1;c(16.69528, 56.61527);0,648
1;c(16.89518, 62.4706);0,74
1;c(11.53507, 57.97272);1
1;c(11.54927, 58.06308);0,315
1;c(14.53357, 63.18509);0,863
1;c(14.58786, 63.38729);0,552
1;c(14.54125, 63.35086);0,365
1;c(14.64544, 63.18771);0,537
1;c(11.60934, 57.7703);0,25
1;c(17.87346, 59.18165);0,054
1;c(14.53303, 61.24503);0,684
1;c(11.24846, 58.40917);0,265
1;c(11.24516, 58.40494);0,265
1;c(13.33068, 60.97993);0,679
1;c(17.64695, 58.9722);0,043
1;c(13.92147, 63.38592);0,449
1;c(13.90992, 63.4046);0,467
1;c(17.83491, 60.16326);0,316
1;c(13.91926, 63.39148);0,449
1;c(18.24766, 59.79869);0,4
1;c(18.5204, 59.74403);0,122
1;c(18.66321, 59.97175);0,22
1;c(12.51673, 59.07698);0,429
1;c(18.40058, 59.63546);0,107
1;c(16.22086, 58.90927);0,363
1;c(12.79882, 59.91266);0,631
1;c(12.71888, 60.41871);0,68
1;c(17.64781, 59.57106);0,191
1;c(18.24964, 59.79382);0,4
1;c(18.07894, 59.62183);0,182
1;c(13.87629, 61.17488);0,644
1;c(14.30645, 63.48083);0,517
1;c(14.04175, 56.81069);0,202
1;c(14.25719, 59.85369);0,617
1;c(13.97514, 61.16412);0,739
1;c(18.8342, 59.95376);0,36
1;c(15.67296, 57.96208);0,284
1;c(14.62587, 63.01341);0,39
1;c(14.88588, 57.86856);0,225
1;c(14.90007, 57.86277);0,225
1;c(12.58251, 60.15946);0,54
1;c(12.73609, 60.26799);0,605
1;c(12.67572, 60.26111);0,737
1;c(16.24806, 60.27044);0,644
1;c(15.0657, 60.2235);0,717
1;c(14.69576, 60.04257);0,636
1;c(15.56195, 58.1984);0,775
1;c(16.3471, 58.88676);0,166
1;c(12.717708, 66.042375);1
1;c(12.41096, 62.53711);0,719
1;c(15.70689, 57.90429);0,324
1;c(16.60782, 62.18704);0,372
1;c(16.95637, 62.07865);0,5
1;c(14.24985, 60.1638);0,743
1;c(15.8368, 58.79686);0,347
1;c(16.73608, 58.17295);0,279
1;c(14.57448, 63.2938);0,49
1;c(16.203213, 68.771979);1
1;c(13.007546, 67.896011);1
1;c(11.7265, 65.760803);1
1;c(11.722152, 65.755975);1
1;c(18.14041, 62.9628);0,316
1;c(15.07062, 60.59502);0,718
1;c(14.79933, 60.02393);0,708
1;c(14.91944, 59.90349);0,588
1;c(18.27558, 60.25792);0,115
1;c(16.192968, 68.777534);1
1;c(12.578651, 66.373081);0,999
1;c(12.465472, 66.316988);1
1;c(12.525273, 66.336252);1
1;c(12.481166, 66.316926);1
1;c(18.10632, 60.39925);0,311
1;c(17.8998, 60.59193);1
1;c(13.68045, 58.2765);0,124
1;c(16.33324, 59.1095);0,279
1;c(12.96552, 63.75112);0,943
1;c(16.7329, 62.37916);0,45
1;c(12.18666, 59.28866);0,324
1;c(14.31963, 63.30083);0,006
1;c(12.987942, 68.028678);1
1;c(12.793474, 65.817859);1
1;c(12.844112, 65.810896);1
1;c(11.124118, 62.420182);0,838
1;c(12.511457, 66.331428);1
1;c(12.502177, 66.336469);1
1;c(12.214662, 65.943315);1
1;c(12.535226, 66.312246);1
1;c(12.540041, 66.348822);1
1;c(12.585343, 66.378132);1
1;c(12.487678, 66.320588);1
1;c(11.0997, 62.412714);0,919
1;c(12.220079, 66.216157);1
1;c(12.623405, 66.303312);1
1;c(14.931878, 67.575058);1
1;c(16.4731, 68.6399);1
1;c(16.61522, 62.59487);0,46
1;c(14.04016, 63.82874);0,945
1;c(14.6233, 58.02981);0,101
1;c(15.20499, 62.83767);0,837
1;c(11.8602, 62.6649);0,988
1;c(11.6847, 62.6683);0,99
1;c(11.0033, 62.4104);0,912
1;c(11.0003, 62.3655);0,996
1;c(11.7213, 62.6407);0,986
1;c(11.7026, 62.65);0,99
1;c(11.178, 62.4167);0,982
1;c(11.3182, 62.4773);0,996
1;c(12.229386, 65.951835);1
1;c(15.450538, 67.208331);1
1;c(12.528174, 66.344226);1
1;c(12.570252, 66.385632);1
1;c(12.229718, 65.944091);1
1;c(11.144544, 64.975777);0,998
1;c(14.515544, 67.32111);1
1;c(14.49217, 67.33629);1
1;c(14.447191, 67.228721);0,998
1;c(16.14624, 62.636);0,553
1;c(15.61041, 62.61128);0,554
1;c(17.6928, 59.07833);1
1;c(16.44589, 62.2476);0,64
1;c(16.07409, 58.71314);0,261
1;c(12.33977, 62.54127);0,756
1;c(15.35448, 62.80153);0,642
1;c(14.8065, 63.12126);0,801
1;c(17.07643, 60.48828);0,274
1;c(15.06425, 63.41079);0,623
1;c(16.37825, 63.5797);0,665
1;c(16.04183, 63.50719);0,645
1;c(15.08917, 63.38669);0,554
1;c(14.85248, 59.9743);0,6
1;c(14.80124, 60.02905);0,708
1;c(14.78599, 59.98826);0,519
1;c(14.79828, 59.98425);0,664
1;c(14.81, 59.98395);0,664
1;c(15.263985, 67.402412);1
1;c(15.273633, 67.38458);1
1;c(14.82838, 63.51019);0,839
1;c(16.08684, 59.78731);0,716
1;c(11.26052, 58.42847);1
1;c(12.05761, 63.32775);0,951
1;c(14.54829, 63.46128);0,601
1;c(11.76139, 65.099685);0,997
1;c(14.78887, 61.18119);0,917
1;c(12.76398, 62.76115);0,86
1;c(11.208693, 64.734686);1
1;c(17.008684, 68.856607);1
1;c(14.28836, 63.32172);0,597
1;c(17.49376, 62.62783);0,588
1;c(15.71561, 63.57774);0,827
1;c(12.38798, 62.70371);0,869
1;c(14.82475, 64.34423);0,615
1;c(17.50325, 60.53326);0,877
1;c(16.68641, 62.31753);0,5
1;c(14.74735, 61.15869);0,811
1;c(16.53921, 61.57308);0,633
1;c(17.55075, 62.22836);0,492
1;c(15.66652, 57.04175);0,598
1;c(17.36708, 60.59882);0,997
1;c(15.25304, 61.11698);0,753
1;c(14.85692, 60.40876);0,854
1;c(11.724003, 59.31422);0,686
0;c(15.43107, 57.71392);0,369
0;c(13.93709, 57.94687);0,181
0;c(13.92351, 57.48841);0,239
0;c(15.43107, 57.71392);0,369
0;c(15.62048, 57.49234);0,252
0;c(13.76689, 63.38111);0,771
0;c(13.70582, 58.24069);0,164
0;c(14.92038, 57.25013);0,215
0;c(14.71987, 58.1107);0,112
0;c(15.43107, 57.71392);0,369
0;c(15.09471, 58.14159);0,195
0;c(13.39092, 55.65152);0,518
0;c(15.43107, 57.71392);0,369
0;c(15.35292, 57.05929);0,554
0;c(13.72109, 63.34925);0,759
